,gender,age,zodiac_sign,profession,junior_programmer_salary,senior_programmer_salary
1767,Hombre,37,Capricornio,Profesor,76000.0,122000.0
1768,Hombre,39,Virgo,Físico,70000.0,162000.0
1769,Hombre,44,Libra,Físico,77000.0,114000.0
1770,Hombre,47,Sagitario,Ingeniero,77000.0,94000.0
1771,Hombre,42,Libra,Profesor,64000.0,199000.0
1772,Hombre,32,Cáncer,Ingeniero,75000.0,118000.0
1773,Hombre,40,Capricornio,Programador,101000.0,136000.0
1774,Mujer,41,Cáncer,Profesor,30000.0,81000.0
1775,Mujer,40,Acuario,Ingeniero,38000.0,65000.0
1776,Hombre,40,Sagitario,Ingeniero,86000.0,158000.0
1777,Mujer,37,Leo,Ingeniero,27000.0,59000.0
1778,Mujer,34,Escorpio,Ingeniero,31000.0,104000.0
1779,Hombre,49,Acuario,Profesor,82000.0,200000.0
1780,Hombre,33,Géminis,Profesor,71000.0,162000.0
1781,Hombre,47,Picis,Ingeniero,67000.0,91000.0
1782,Prefiero no decirlo,39,Escorpio,Matemático,25000.0,106000.0
1783,Mujer,41,Leo,Profesor,30000.0,51000.0
1784,Hombre,44,Escorpio,Programador,61000.0,86000.0
1785,Mujer,45,Capricornio,Programador,26000.0,76000.0
1786,Hombre,36,Virgo,Estudiante,63000.0,139000.0
1787,Mujer,41,Sagitario,Programador,33000.0,60000.0
1788,Hombre,38,Virgo,Programador,55000.0,143000.0
1789,Mujer,31,Leo,Profesor,27000.0,48000.0
1790,Hombre,34,Escorpio,Ingeniero,77000.0,115000.0
1791,Hombre,38,Escorpio,Matemático,92000.0,133000.0
1792,Mujer,45,Aries,Profesor,21000.0,105000.0
1793,Hombre,35,Libra,Ingeniero,84000.0,129000.0
1794,Hombre,40,Sagitario,Programador,85000.0,152000.0
1795,Hombre,37,Sagitario,Profesor,45000.0,124000.0
1796,Hombre,42,Cáncer,Profesor,60000.0,101000.0
1797,Hombre,39,Escorpio,Matemático,59000.0,139000.0
1798,Hombre,38,Géminis,Ingeniero,105000.0,148000.0
1799,Mujer,42,Escorpio,Programador,40000.0,49000.0
1800,Hombre,38,Leo,Profesor,66000.0,214000.0
1801,Mujer,43,Virgo,Físico,37000.0,145000.0
1802,Prefiero no decirlo,30,Aries,Profesor,36000.0,111000.0
1803,Mujer,31,Géminis,Economista,20000.0,68000.0
1804,Mujer,40,Aries,Físico,29000.0,84000.0
1805,Mujer,33,Tauro,Físico,26000.0,41000.0
1806,Hombre,45,Acuario,Programador,114000.0,115000.0
1807,Mujer,38,Géminis,Profesor,27000.0,72000.0
1808,Hombre,34,Aries,Profesor,75000.0,77000.0
1809,Hombre,35,Libra,Economista,53000.0,131000.0
1810,Hombre,46,Aries,Programador,76000.0,120000.0
1811,Hombre,42,Capricornio,Ingeniero,76000.0,104000.0
1812,Otro,45,Picis,Programador,38000.0,58000.0
1813,Otro,35,Tauro,Programador,28000.0,91000.0
1814,Hombre,38,Capricornio,Físico,64000.0,152000.0
1815,Hombre,37,Acuario,Matemático,75000.0,143000.0
1816,Hombre,30,Aries,Programador,65000.0,127000.0
1817,Mujer,41,Sagitario,Ingeniero,30000.0,112000.0
1818,Hombre,40,Escorpio,Programador,54000.0,169000.0
1819,Prefiero no decirlo,30,Géminis,Programador,29000.0,101000.0
1820,Hombre,35,Cáncer,Ingeniero,83000.0,76000.0
1821,Mujer,40,Leo,Ingeniero,27000.0,65000.0
1822,Mujer,42,Leo,Profesor,31000.0,101000.0
1823,Hombre,38,Sagitario,Maestro,63000.0,193000.0
1824,Hombre,39,Picis,Programador,82000.0,151000.0
1825,Prefiero no decirlo,48,Escorpio,Programador,38000.0,67000.0
1826,Hombre,39,Cáncer,Programador,75000.0,84000.0
1827,Hombre,45,Acuario,Estudiante,74000.0,93000.0
1828,Mujer,35,Géminis,Ingeniero,17000.0,69000.0
1829,Hombre,34,Acuario,Físico,110000.0,117000.0
1830,Mujer,40,Escorpio,Programador,13000.0,94000.0
1831,Hombre,43,Aries,Programador,112000.0,136000.0
1832,Mujer,41,Tauro,Programador,27000.0,90000.0
1833,Hombre,47,Leo,Profesor,63000.0,150000.0
1834,Hombre,47,Géminis,Programador,56000.0,97000.0
1835,Mujer,42,Tauro,Matemático,39000.0,74000.0
1836,Hombre,40,Géminis,Profesor,46000.0,142000.0
1837,Hombre,41,Tauro,Programador,85000.0,117000.0
1838,Hombre,39,Tauro,Profesor,63000.0,192000.0
1839,Mujer,38,Acuario,Programador,21000.0,30000.0
1840,Hombre,41,Cáncer,Estudiante,72000.0,116000.0
1841,Prefiero no decirlo,43,Sagitario,Profesor,29000.0,123000.0
1842,Mujer,38,Tauro,Economista,32000.0,57000.0
1843,Mujer,32,Aries,Programador,19000.0,56000.0
1844,Hombre,32,Escorpio,Programador,63000.0,99000.0
1845,Hombre,41,Acuario,Profesor,68000.0,84000.0
1846,Hombre,38,Capricornio,Contador,66000.0,182000.0
1847,Hombre,40,Capricornio,Programador,63000.0,134000.0
1848,Mujer,35,Picis,Programador,30000.0,63000.0
1849,Hombre,37,Leo,Ingeniero,80000.0,208000.0
1850,Mujer,39,Sagitario,Físico,14000.0,66000.0
1851,Mujer,40,Capricornio,Profesor,25000.0,48000.0
1852,Mujer,42,Escorpio,Ingeniero,29000.0,137000.0
1853,Hombre,52,Leo,Profesor,89000.0,129000.0
1854,Hombre,35,Géminis,Programador,72000.0,200000.0
1855,Mujer,37,Libra,Programador,22000.0,239000.0
1856,Hombre,37,Tauro,Programador,81000.0,132000.0
1857,Hombre,46,Capricornio,Estudiante,70000.0,82000.0
1858,Hombre,40,Géminis,Economista,92000.0,151000.0
1859,Mujer,46,Picis,Programador,21000.0,51000.0
1860,Hombre,39,Acuario,Profesor,73000.0,82000.0
1861,Mujer,43,Virgo,Estudiante,46000.0,63000.0
1862,Hombre,46,Virgo,Profesor,78000.0,96000.0
1863,Hombre,35,Capricornio,Programador,80000.0,124000.0
1864,Mujer,42,Tauro,Físico,33000.0,91000.0
1865,Mujer,34,Virgo,Ingeniero,21000.0,65000.0
1866,Hombre,40,Libra,Ingeniero,70000.0,127000.0
1867,Hombre,39,Escorpio,Programador,62000.0,144000.0
1868,Otro,37,Picis,Programador,39000.0,120000.0
1869,Hombre,41,Géminis,Programador,84000.0,180000.0
1870,Hombre,41,Virgo,Programador,69000.0,153000.0
1871,Hombre,40,Capricornio,Programador,105000.0,152000.0
1872,Mujer,44,Géminis,Programador,33000.0,75000.0
1873,Mujer,49,Cáncer,Programador,22000.0,68000.0
1874,Hombre,35,Virgo,Economista,72000.0,141000.0
1875,Hombre,43,Leo,Profesor,72000.0,158000.0
1876,Mujer,44,Capricornio,Programador,34000.0,62000.0
1877,Mujer,37,Cáncer,Ingeniero,30000.0,59000.0
1878,Hombre,40,Virgo,Programador,67000.0,133000.0
1879,Mujer,35,Capricornio,Profesor,23000.0,53000.0
1880,Hombre,40,Sagitario,Contador,67000.0,132000.0
1881,Mujer,39,Géminis,Matemático,14000.0,64000.0
1882,Mujer,33,Aries,Programador,23000.0,26000.0
1883,Mujer,42,Escorpio,Profesor,28000.0,61000.0
1884,Hombre,49,Leo,Programador,56000.0,160000.0
1885,Mujer,31,Tauro,Ingeniero,22000.0,102000.0
1886,Mujer,35,Tauro,Programador,30000.0,72000.0
1887,Hombre,46,Libra,Contador,81000.0,112000.0
1888,Mujer,33,Géminis,Programador,37000.0,70000.0
1889,Hombre,31,Géminis,Programador,69000.0,115000.0
1890,Hombre,36,Virgo,Maestro,63000.0,158000.0
1891,Hombre,51,Cáncer,Físico,78000.0,95000.0
1892,Otro,37,Escorpio,Ingeniero,33000.0,99000.0
1893,Hombre,31,Virgo,Físico,48000.0,206000.0
1894,Mujer,38,Tauro,Ingeniero,22000.0,58000.0
1895,Hombre,36,Libra,Programador,89000.0,149000.0
1896,Hombre,43,Aries,Estudiante,86000.0,101000.0
1897,Hombre,40,Libra,Ingeniero,81000.0,185000.0
1898,Mujer,31,Picis,Programador,23000.0,101000.0
1899,Hombre,39,Sagitario,Profesor,78000.0,131000.0
1900,Hombre,32,Sagitario,Programador,69000.0,135000.0
1901,Hombre,38,Libra,Ingeniero,91000.0,171000.0
1902,Hombre,46,Virgo,Profesor,76000.0,120000.0
1903,Hombre,38,Acuario,Programador,101000.0,139000.0
1904,Hombre,31,Acuario,Ingeniero,89000.0,134000.0
1905,Hombre,44,Escorpio,Ingeniero,81000.0,160000.0
1906,Hombre,31,Escorpio,Ingeniero,68000.0,119000.0
1907,Hombre,43,Aries,Programador,58000.0,216000.0
1908,Hombre,40,Leo,Programador,70000.0,121000.0
1909,Hombre,35,Capricornio,Ingeniero,99000.0,147000.0
1910,Mujer,44,Virgo,Profesor,36000.0,111000.0
1911,Hombre,47,Sagitario,Programador,74000.0,148000.0
1912,Mujer,36,Leo,Programador,37000.0,79000.0
1913,Mujer,39,Sagitario,Programador,23000.0,64000.0
1914,Hombre,38,Escorpio,Profesor,64000.0,169000.0
1915,Mujer,49,Picis,Economista,36000.0,34000.0
1916,Hombre,44,Picis,Profesor,74000.0,155000.0
1917,Hombre,29,Leo,Ingeniero,69000.0,94000.0
1918,Mujer,34,Leo,Profesor,40000.0,23000.0
1919,Mujer,36,Géminis,Matemático,27000.0,59000.0
1920,Mujer,33,Libra,Programador,29000.0,53000.0
1921,Hombre,35,Escorpio,Físico,93000.0,157000.0
1922,Mujer,43,Géminis,Programador,23000.0,119000.0
1923,Mujer,43,Sagitario,Físico,30000.0,64000.0
1924,Hombre,35,Leo,Programador,79000.0,134000.0
1925,Hombre,39,Aries,Programador,84000.0,123000.0
1926,Mujer,32,Acuario,Programador,42000.0,52000.0
1927,Hombre,45,Picis,Estudiante,87000.0,118000.0
1928,Prefiero no decirlo,42,Acuario,Profesor,28000.0,77000.0
1929,Hombre,37,Sagitario,Profesor,91000.0,117000.0
1930,Mujer,35,Sagitario,Programador,10000.0,103000.0
1931,Mujer,35,Leo,Programador,24000.0,65000.0
1932,Hombre,44,Capricornio,Estudiante,85000.0,119000.0
1933,Hombre,44,Sagitario,Profesor,68000.0,109000.0
1934,Mujer,41,Picis,Profesor,32000.0,139000.0
1935,Hombre,38,Cáncer,Programador,59000.0,154000.0
1936,Mujer,41,Virgo,Programador,17000.0,113000.0
1937,Hombre,37,Cáncer,Programador,70000.0,172000.0
1938,Hombre,32,Sagitario,Contador,74000.0,136000.0
1939,Mujer,47,Géminis,Programador,30000.0,48000.0
1940,Hombre,46,Géminis,Programador,78000.0,240000.0
1941,Hombre,46,Aries,Matemático,70000.0,201000.0
1942,Mujer,33,Libra,Matemático,22000.0,65000.0
1943,Hombre,42,Capricornio,Ingeniero,93000.0,99000.0
1944,Hombre,43,Aries,Maestro,92000.0,216000.0
1945,Mujer,38,Tauro,Programador,28000.0,83000.0
1946,Mujer,37,Cáncer,Contador,15000.0,72000.0
1947,Mujer,44,Sagitario,Profesor,10000.0,63000.0
1948,Hombre,35,Picis,Programador,68000.0,125000.0
1949,Hombre,43,Aries,Programador,103000.0,117000.0
1950,Hombre,39,Géminis,Economista,74000.0,160000.0
1951,Hombre,32,Picis,Programador,67000.0,150000.0
1952,Hombre,31,Picis,Ingeniero,92000.0,81000.0
1953,Hombre,34,Libra,Estudiante,81000.0,85000.0
1954,Mujer,43,Picis,Físico,30000.0,79000.0
1955,Hombre,39,Escorpio,Ingeniero,63000.0,105000.0
1956,Hombre,38,Libra,Profesor,94000.0,163000.0
1957,Prefiero no decirlo,41,Picis,Programador,31000.0,80000.0
1958,Mujer,29,Leo,Programador,38000.0,32000.0
1959,Mujer,47,Sagitario,Programador,16000.0,125000.0
1960,Mujer,40,Tauro,Matemático,20000.0,81000.0
1961,Otro,36,Tauro,Profesor,36000.0,94000.0
1962,Hombre,43,Tauro,Programador,74000.0,82000.0
1963,Mujer,43,Virgo,Ingeniero,23000.0,114000.0
1964,Hombre,35,Aries,Estudiante,104000.0,110000.0
1965,Hombre,43,Libra,Programador,70000.0,92000.0
1966,Mujer,38,Capricornio,Profesor,22000.0,70000.0
1967,Mujer,33,Géminis,Programador,28000.0,89000.0
1968,Otro,40,Aries,Físico,31000.0,60000.0
1969,Mujer,35,Picis,Ingeniero,49000.0,82000.0
1970,Hombre,32,Acuario,Físico,110000.0,154000.0
1971,Mujer,36,Libra,Programador,35000.0,81000.0
1972,Hombre,39,Acuario,Programador,67000.0,146000.0
1973,Mujer,41,Cáncer,Economista,23000.0,71000.0
1974,Mujer,41,Virgo,Matemático,15000.0,52000.0
1975,Hombre,40,Acuario,Programador,84000.0,206000.0
1976,Mujer,45,Tauro,Profesor,22000.0,52000.0
1977,Hombre,45,Escorpio,Estudiante,65000.0,147000.0
1978,Hombre,43,Virgo,Programador,72000.0,164000.0
1979,Mujer,45,Tauro,Ingeniero,28000.0,28000.0
1980,Hombre,32,Virgo,Estudiante,75000.0,83000.0
1981,Hombre,37,Tauro,Matemático,85000.0,98000.0
1982,Mujer,40,Virgo,Economista,33000.0,58000.0
1983,Hombre,41,Sagitario,Estudiante,102000.0,109000.0
1984,Hombre,41,Cáncer,Ingeniero,97000.0,138000.0
1985,Mujer,32,Tauro,Programador,25000.0,96000.0
1986,Hombre,42,Libra,Ingeniero,92000.0,138000.0
1987,Hombre,34,Escorpio,Estudiante,87000.0,129000.0
1988,Hombre,46,Tauro,Físico,74000.0,108000.0
1989,Hombre,43,Virgo,Físico,70000.0,162000.0
1990,Mujer,46,Virgo,Programador,29000.0,49000.0
1991,Hombre,40,Cáncer,Ingeniero,88000.0,137000.0
1992,Mujer,40,Capricornio,Programador,26000.0,33000.0
1993,Hombre,48,Capricornio,Programador,92000.0,176000.0
1994,Hombre,41,Tauro,Programador,75000.0,103000.0
1995,Hombre,35,Acuario,Matemático,93000.0,185000.0
1996,Hombre,33,Acuario,Profesor,110000.0,126000.0
1997,Hombre,47,Tauro,Programador,70000.0,142000.0
1998,Hombre,43,Acuario,Contador,56000.0,99000.0
1999,Hombre,26,Cáncer,Ingeniero,81000.0,141000.0
2000,Hombre,51,Virgo,Economista,74000.0,147000.0
2001,Hombre,37,Virgo,Físico,72000.0,112000.0
2002,Hombre,48,Tauro,Programador,77000.0,179000.0
2003,Mujer,49,Cáncer,Programador,19000.0,71000.0
2004,Hombre,38,Escorpio,Contador,107000.0,219000.0
2005,Mujer,38,Sagitario,Profesor,19000.0,158000.0
2006,Hombre,40,Libra,Programador,65000.0,91000.0
2007,Mujer,32,Tauro,Programador,32000.0,96000.0
2008,Mujer,32,Leo,Profesor,49000.0,122000.0
2009,Hombre,35,Escorpio,Programador,50000.0,131000.0
2010,Hombre,41,Sagitario,Ingeniero,65000.0,134000.0
2011,Mujer,46,Sagitario,Profesor,25000.0,124000.0
2012,Mujer,48,Cáncer,Ingeniero,24000.0,90000.0
2013,Mujer,48,Cáncer,Programador,36000.0,57000.0
2014,Mujer,37,Escorpio,Maestro,42000.0,76000.0
2015,Mujer,33,Picis,Maestro,15000.0,125000.0
2016,Hombre,32,Cáncer,Ingeniero,76000.0,127000.0
2017,Hombre,45,Virgo,Economista,67000.0,116000.0
2018,Hombre,44,Virgo,Programador,67000.0,219000.0
2019,Hombre,31,Aries,Ingeniero,80000.0,121000.0
2020,Mujer,43,Sagitario,Programador,30000.0,91000.0
2021,Mujer,38,Cáncer,Ingeniero,38000.0,57000.0
2022,Mujer,42,Géminis,Programador,33000.0,101000.0
2023,Hombre,34,Aries,Ingeniero,61000.0,153000.0
2024,Hombre,31,Sagitario,Físico,62000.0,163000.0
2025,Hombre,39,Cáncer,Profesor,73000.0,91000.0
2026,Mujer,46,Virgo,Profesor,19000.0,58000.0
2027,Mujer,48,Tauro,Profesor,21000.0,79000.0
2028,Hombre,42,Tauro,Ingeniero,86000.0,184000.0
2029,Hombre,37,Leo,Programador,57000.0,148000.0
2030,Hombre,38,Picis,Ingeniero,106000.0,178000.0
2031,Prefiero no decirlo,42,Tauro,Profesor,27000.0,99000.0
2032,Mujer,38,Tauro,Programador,24000.0,183000.0
2033,Mujer,36,Libra,Profesor,35000.0,57000.0
2034,Hombre,39,Libra,Programador,80000.0,178000.0
2035,Hombre,45,Virgo,Matemático,72000.0,105000.0
2036,Hombre,42,Escorpio,Maestro,75000.0,174000.0
2037,Hombre,47,Acuario,Contador,89000.0,113000.0
2038,Prefiero no decirlo,40,Picis,Economista,20000.0,61000.0
2039,Hombre,42,Tauro,Programador,73000.0,156000.0
2040,Hombre,37,Leo,Contador,52000.0,96000.0
2041,Mujer,46,Escorpio,Matemático,29000.0,66000.0
2042,Hombre,31,Virgo,Programador,67000.0,93000.0
2043,Hombre,38,Cáncer,Contador,127000.0,143000.0
2044,Mujer,41,Sagitario,Programador,28000.0,48000.0
2045,Hombre,31,Sagitario,Profesor,86000.0,216000.0
2046,Hombre,39,Acuario,Programador,97000.0,104000.0
2047,Mujer,40,Escorpio,Estudiante,22000.0,148000.0
2048,Hombre,52,Picis,Matemático,88000.0,121000.0
2049,Mujer,44,Acuario,Programador,28000.0,60000.0
2050,Prefiero no decirlo,35,Géminis,Economista,24000.0,96000.0
2051,Mujer,54,Capricornio,Maestro,24000.0,98000.0
2052,Hombre,31,Leo,Estudiante,50000.0,103000.0
2053,Mujer,42,Sagitario,Profesor,20000.0,69000.0
2054,Hombre,52,Picis,Programador,118000.0,152000.0
2055,Mujer,40,Capricornio,Profesor,31000.0,41000.0
2056,Mujer,33,Géminis,Ingeniero,33000.0,68000.0
2057,Hombre,42,Aries,Programador,53000.0,144000.0
2058,Hombre,43,Escorpio,Economista,58000.0,165000.0
2059,Mujer,38,Capricornio,Ingeniero,26000.0,65000.0
2060,Hombre,45,Géminis,Profesor,70000.0,117000.0
2061,Hombre,44,Leo,Contador,61000.0,130000.0
2062,Hombre,40,Capricornio,Físico,91000.0,155000.0
2063,Hombre,44,Libra,Programador,61000.0,131000.0
2064,Hombre,44,Cáncer,Programador,61000.0,145000.0
2065,Hombre,42,Leo,Programador,66000.0,99000.0
2066,Hombre,36,Picis,Programador,58000.0,164000.0
2067,Mujer,34,Libra,Estudiante,27000.0,66000.0
2068,Hombre,37,Acuario,Economista,64000.0,186000.0
2069,Hombre,45,Tauro,Programador,85000.0,133000.0
2070,Hombre,45,Leo,Programador,45000.0,139000.0
2071,Hombre,42,Sagitario,Profesor,97000.0,114000.0
2072,Hombre,42,Aries,Físico,99000.0,125000.0
2073,Mujer,46,Capricornio,Profesor,20000.0,102000.0
2074,Mujer,38,Libra,Profesor,21000.0,92000.0
2075,Mujer,42,Géminis,Ingeniero,31000.0,78000.0
2076,Hombre,47,Virgo,Programador,52000.0,123000.0
2077,Hombre,38,Acuario,Ingeniero,50000.0,151000.0
2078,Hombre,43,Aries,Programador,71000.0,175000.0
2079,Hombre,45,Géminis,Profesor,60000.0,137000.0
2080,Hombre,41,Cáncer,Programador,69000.0,206000.0
2081,Mujer,34,Tauro,Contador,21000.0,69000.0
2082,Hombre,37,Tauro,Profesor,75000.0,131000.0
2083,Hombre,40,Leo,Matemático,64000.0,101000.0
2084,Hombre,41,Escorpio,Economista,75000.0,118000.0
2085,Hombre,43,Tauro,Programador,98000.0,118000.0
2086,Prefiero no decirlo,40,Escorpio,Programador,30000.0,122000.0
2087,Mujer,37,Picis,Físico,36000.0,53000.0
2088,Hombre,52,Acuario,Matemático,75000.0,127000.0
2089,Hombre,45,Libra,Programador,68000.0,120000.0
2090,Hombre,43,Aries,Maestro,70000.0,163000.0
2091,Mujer,43,Acuario,Profesor,40000.0,52000.0
2092,Mujer,37,Picis,Programador,26000.0,68000.0
2093,Hombre,30,Libra,Programador,80000.0,75000.0
2094,Mujer,38,Géminis,Programador,50000.0,63000.0
2095,Mujer,40,Géminis,Economista,24000.0,91000.0
2096,Hombre,39,Libra,Economista,89000.0,113000.0
2097,Mujer,45,Géminis,Físico,35000.0,112000.0
2098,Hombre,32,Aries,Profesor,84000.0,214000.0
2099,Hombre,42,Virgo,Programador,117000.0,105000.0
2100,Mujer,36,Leo,Programador,28000.0,70000.0
2101,Hombre,46,Tauro,Profesor,65000.0,121000.0
2102,Hombre,40,Picis,Profesor,63000.0,99000.0
2103,Hombre,49,Acuario,Ingeniero,69000.0,116000.0
2104,Prefiero no decirlo,40,Leo,Maestro,37000.0,108000.0
2105,Hombre,46,Géminis,Programador,67000.0,217000.0
2106,Hombre,37,Capricornio,Programador,74000.0,107000.0
2107,Prefiero no decirlo,44,Virgo,Programador,24000.0,100000.0
2108,Hombre,46,Aries,Profesor,101000.0,94000.0
2109,Hombre,35,Capricornio,Programador,41000.0,168000.0
2110,Mujer,36,Picis,Profesor,36000.0,60000.0
2111,Mujer,41,Libra,Ingeniero,26000.0,64000.0
2112,Mujer,36,Acuario,Profesor,18000.0,74000.0
2113,Mujer,38,Capricornio,Estudiante,28000.0,76000.0
2114,Hombre,36,Escorpio,Programador,71000.0,116000.0
2115,Hombre,33,Géminis,Economista,74000.0,126000.0
2116,Hombre,39,Géminis,Contador,89000.0,107000.0
2117,Hombre,40,Sagitario,Profesor,91000.0,154000.0
2118,Mujer,36,Capricornio,Profesor,20000.0,78000.0
2119,Mujer,39,Aries,Ingeniero,45000.0,61000.0
2120,Hombre,32,Picis,Programador,64000.0,132000.0
2121,Hombre,35,Virgo,Ingeniero,62000.0,109000.0
2122,Mujer,35,Virgo,Contador,40000.0,122000.0
2123,Hombre,38,Capricornio,Ingeniero,55000.0,184000.0
2124,Hombre,36,Tauro,Ingeniero,98000.0,125000.0
2125,Hombre,41,Géminis,Profesor,72000.0,208000.0
2126,Mujer,34,Sagitario,Programador,24000.0,87000.0
2127,Prefiero no decirlo,43,Aries,Programador,25000.0,59000.0
2128,Hombre,37,Virgo,Profesor,68000.0,182000.0
2129,Hombre,49,Capricornio,Programador,84000.0,116000.0
2130,Mujer,39,Picis,Físico,33000.0,42000.0
2131,Hombre,42,Leo,Ingeniero,80000.0,97000.0
2132,Hombre,40,Cáncer,Programador,74000.0,156000.0
2133,Hombre,37,Aries,Economista,57000.0,104000.0
2134,Mujer,35,Sagitario,Ingeniero,23000.0,71000.0
2135,Mujer,36,Escorpio,Programador,17000.0,27000.0
2136,Hombre,43,Sagitario,Programador,56000.0,102000.0
2137,Mujer,40,Acuario,Profesor,32000.0,66000.0
2138,Mujer,39,Libra,Ingeniero,28000.0,156000.0
2139,Mujer,38,Leo,Profesor,31000.0,61000.0
2140,Hombre,38,Tauro,Profesor,79000.0,121000.0
2141,Hombre,35,Capricornio,Profesor,87000.0,118000.0
2142,Mujer,42,Capricornio,Programador,30000.0,115000.0
2143,Hombre,50,Virgo,Profesor,56000.0,193000.0
2144,Hombre,44,Acuario,Ingeniero,94000.0,163000.0
2145,Hombre,30,Virgo,Ingeniero,48000.0,135000.0
2146,Hombre,40,Géminis,Ingeniero,52000.0,157000.0
2147,Mujer,42,Leo,Matemático,24000.0,44000.0
2148,Hombre,39,Tauro,Programador,72000.0,119000.0
2149,Hombre,46,Capricornio,Programador,81000.0,148000.0
2150,Hombre,38,Escorpio,Programador,83000.0,157000.0
2151,Prefiero no decirlo,35,Tauro,Estudiante,34000.0,65000.0
2152,Hombre,48,Leo,Matemático,70000.0,99000.0
2153,Hombre,40,Sagitario,Profesor,68000.0,106000.0
2154,Mujer,39,Aries,Profesor,31000.0,52000.0
2155,Mujer,34,Cáncer,Programador,27000.0,51000.0
2156,Hombre,44,Capricornio,Ingeniero,66000.0,138000.0
2157,Mujer,47,Acuario,Estudiante,23000.0,106000.0
2158,Mujer,38,Libra,Matemático,54000.0,67000.0
2159,Mujer,36,Leo,Ingeniero,34000.0,54000.0
2160,Mujer,38,Acuario,Matemático,18000.0,24000.0
2161,Hombre,33,Capricornio,Ingeniero,68000.0,98000.0
2162,Hombre,46,Capricornio,Profesor,53000.0,162000.0
2163,Hombre,40,Libra,Programador,67000.0,122000.0
2164,Hombre,39,Tauro,Programador,65000.0,157000.0
2165,Hombre,47,Tauro,Profesor,54000.0,128000.0
2166,Hombre,36,Cáncer,Ingeniero,73000.0,161000.0
2167,Hombre,37,Picis,Estudiante,50000.0,109000.0
2168,Hombre,39,Picis,Programador,98000.0,136000.0
2169,Hombre,45,Cáncer,Contador,73000.0,109000.0
2170,Mujer,47,Leo,Programador,23000.0,104000.0
2171,Hombre,44,Capricornio,Programador,92000.0,227000.0
2172,Hombre,43,Aries,Ingeniero,76000.0,113000.0
2173,Prefiero no decirlo,42,Tauro,Físico,32000.0,95000.0
2174,Mujer,25,Leo,Programador,32000.0,50000.0
2175,Hombre,38,Cáncer,Contador,71000.0,131000.0
2176,Hombre,36,Sagitario,Economista,105000.0,139000.0
2177,Mujer,46,Capricornio,Programador,18000.0,74000.0
2178,Prefiero no decirlo,37,Sagitario,Profesor,23000.0,76000.0
2179,Hombre,50,Picis,Contador,89000.0,158000.0
2180,Hombre,38,Aries,Programador,65000.0,118000.0
2181,Mujer,35,Leo,Programador,30000.0,87000.0
2182,Hombre,47,Aries,Ingeniero,81000.0,99000.0
2183,Mujer,40,Virgo,Programador,27000.0,113000.0
2184,Hombre,41,Acuario,Programador,74000.0,151000.0
2185,Hombre,45,Escorpio,Programador,60000.0,165000.0
2186,Hombre,38,Acuario,Matemático,113000.0,227000.0
2187,Mujer,36,Tauro,Programador,36000.0,54000.0
2188,Hombre,44,Cáncer,Ingeniero,73000.0,95000.0
2189,Hombre,38,Tauro,Programador,89000.0,127000.0
2190,Otro,37,Capricornio,Ingeniero,35000.0,105000.0
2191,Hombre,36,Sagitario,Estudiante,80000.0,105000.0
2192,Prefiero no decirlo,39,Aries,Físico,28000.0,142000.0
2193,Otro,36,Acuario,Programador,23000.0,80000.0
2194,Hombre,44,Leo,Profesor,60000.0,209000.0
2195,Hombre,39,Leo,Contador,52000.0,217000.0
2196,Hombre,41,Capricornio,Ingeniero,49000.0,148000.0
2197,Hombre,33,Cáncer,Profesor,89000.0,106000.0
2198,Mujer,44,Capricornio,Programador,29000.0,74000.0
2199,Mujer,43,Escorpio,Programador,32000.0,53000.0
2200,Mujer,43,Cáncer,Programador,26000.0,122000.0
2201,Hombre,47,Aries,Ingeniero,63000.0,96000.0
2202,Mujer,41,Aries,Programador,38000.0,63000.0
2203,Hombre,43,Aries,Ingeniero,66000.0,133000.0
2204,Hombre,41,Escorpio,Ingeniero,125000.0,80000.0
2205,Hombre,37,Sagitario,Programador,68000.0,159000.0
2206,Hombre,39,Libra,Ingeniero,65000.0,179000.0
2207,Hombre,39,Tauro,Profesor,79000.0,182000.0
2208,Hombre,45,Escorpio,Economista,70000.0,105000.0
